ISSUER_TICKER,ISSUER_ISIN,ISSUER_CNTRY_DOMICILE,Year,Half,ENVIRONMENTAL_PILLAR_SCORE,SOCIAL_PILLAR_SCORE,GOVERNANCE_PILLAR_SCORE,ROA,Total_Assets,Total_Revenue,Total_Liabilities,Net_Income,E_Dummy,S_Dummy,G_Dummy
1114,BMG1368B1028,HK,2018,H1,3.7000000000000006,4.3,3.3166666666666664,13.826434465714085,42099.856,4377.263,10275.034,5820.909,0,1,0
1114,BMG1368B1028,HK,2018,H2,4.5,4.25,2.2383333333333333,13.826434465714085,42099.856,4377.263,10275.034,5820.909,0,1,0
1114,BMG1368B1028,HK,2019,H1,5.3,4.2,1.805,13.826434465714085,42099.856,4377.263,10275.034,5820.909,1,1,0
1114,BMG1368B1028,HK,2019,H2,5.5,4.1499999999999995,1.5766666666666669,13.670318280144064,49470.004,3861.949,14994.552,6762.707,1,1,0
1114,BMG1368B1028,HK,2020,H1,5.3,4.1,1.9833333333333334,13.670318280144064,49470.004,3861.949,14994.552,6762.707,1,1,0
1114,BMG1368B1028,HK,2020,H2,4.133333333333334,4.433333333333333,2.6166666666666667,0.023385236301465728,47974.713,3123.21,14617.583,11.219,0,1,0
1114,BMG1368B1028,HK,2021,H1,3.5,4.6,1.3499999999999999,0.023385236301465728,47974.713,3123.21,14617.583,11.219,0,1,0
1114,BMG1368B1028,HK,2024,H1,7.1,0.02,0.255,14.02419779159026,55154.62,1121.454,3263.485,7734.993,1,0,0
179,BMG5150J1577,HK,2020,H2,3.783333333333333,5.066666666666667,3.0116666666666667,-14.266079636337889,3460.355,3070.485,1558.639,-493.657,0,1,0
179,BMG5150J1577,HK,2021,H1,3.5,5.3,0.03,-14.266079636337889,3460.355,3070.485,1558.639,-493.657,0,1,0
179,BMG5150J1577,HK,2021,H2,3.5,5.983333333333333,2.276666666666667,5.276550104020465,4018.44,3156.163,1710.407,212.035,0,1,0
179,BMG5150J1577,HK,2022,H1,3.5,6.7,3.6,5.276550104020465,4018.44,3156.163,1710.407,212.035,0,1,0
179,BMG5150J1577,HK,2022,H2,3.5,7.2,3.466666666666667,3.3731172109369094,4338.776,3446.055,1837.062,146.352,0,1,0
179,BMG5150J1577,HK,2023,H1,4.166666666666667,6.033333333333334,3.5,3.3731172109369094,4338.776,3446.055,1837.062,146.352,0,1,0
179,BMG5150J1577,HK,2023,H2,4.3,5.8,3.3333333333333335,3.847410394505545,4101.59,3646.119,1606.199,157.805,0,1,0
179,BMG5150J1577,HK,2024,H1,4.033333333333333,6.733333333333333,3.3666666666666667,3.847410394505545,4101.59,3646.119,1606.199,157.805,0,1,0
BEJIN,CND100018N39,CN,2019,H2,6.3,0.8,0.06,,,,,,1,0,0
BEJIN,CND100018N39,CN,2020,H1,6.3500000000000005,0.8000000000000002,4.8,,,,,,1,0,1
BEJIN,CND100018N39,CN,2020,H2,6.550000000000001,0.8000000000000002,4.6499999999999995,,,,,,1,0,1
BEJIN,CND100018N39,CN,2021,H1,6.7,0.8000000000000002,2.566666666666667,,,,,,1,0,0
BEJIN,CND10002JT94,CN,2022,H2,6.340000000000001,1.7,1.12,,,,,,1,0,0
BEJIN,CND10002JT94,CN,2023,H1,6.1499999999999995,2.6999999999999997,1.2833333333333334,,,,,,1,0,0
BEJIN,CND10002JT94,CN,2023,H2,6.099999999999999,2.9,1.3,,,,,,1,0,0
BEJIN,CND10002JT94,CN,2024,H1,6.3,2.8666666666666667,1.3,,,,,,1,0,0
BEJIN,CND10002JTB4,CN,2021,H2,6.366666666666666,1.1500000000000001,2.4166666666666665,,,,,,1,0,0
BEJIN,CND10002JTB4,CN,2022,H1,6.099999999999999,1.5,1.8,,,,,,1,0,0
BEJIN,CND10002JTB4,CN,2022,H2,6.1,1.7,1.1,,,,,,1,0,0
600660,CNE000000230,CN,2018,H1,2.4,4.1,6.183333333333334,11.946751388116574,34490.439,19883.839,14300.566,4120.487,0,1,1
600660,CNE000000230,CN,2018,H2,3.5,3.9,2.9633333333333334,11.946751388116574,34490.439,19883.839,14300.566,4120.487,0,1,0
600660,CNE000000230,CN,2019,H1,2.9233333333333333,3.8166666666666664,1.15,11.946751388116574,34490.439,19883.839,14300.566,4120.487,0,1,0
600660,CNE000000230,CN,2019,H2,1.1933333333333334,3.5666666666666664,6.833333333333333,7.465131864293978,38826.28,20765.088,17457.198,2898.433,0,1,1
600660,CNE000000230,CN,2020,H1,0.04,3.4,6.8,7.465131864293978,38826.28,20765.088,17457.198,2898.433,0,0,1
600660,CNE000000230,CN,2020,H2,2.5466666666666664,3.4333333333333336,6.283333333333334,6.7686898360058425,38423.625,19641.289,16832.718,2600.776,0,1,1
600660,CNE000000230,CN,2021,H1,3.7999999999999994,3.6,4.666666666666667,6.7686898360058425,38423.625,19641.289,16832.718,2600.776,0,1,1
600660,CNE000000230,CN,2021,H2,2.3466666666666667,4.3500000000000005,4.833333333333333,7.025062959845344,44784.894,23261.134,18490.79,3146.167,0,1,1
600660,CNE000000230,CN,2022,H1,3.5,4.683333333333334,4.9,7.025062959845344,44784.894,23261.134,18490.79,3146.167,0,1,1
600660,CNE000000230,CN,2022,H2,3.466666666666667,5.116666666666666,5.2,9.3674025580815,50767.499,27650.979,21779.201,4755.596,0,1,1
600660,CNE000000230,CN,2023,H1,3.2999999999999994,2.7000000000000006,5.566666666666666,9.3674025580815,50767.499,27650.979,21779.201,4755.596,0,0,1
600660,CNE000000230,CN,2023,H2,3.3833333333333333,0.47500000000000003,5.400000000000001,9.940341767277076,56630.407,32650.177,25219.085,5629.256,0,0,1
600660,CNE000000230,CN,2024,H1,3.4,0.03,5.400000000000001,9.940341767277076,56630.407,32650.177,25219.085,5629.256,0,0,1
000581,CNE0000002G5,CN,2018,H1,4.6,4.4,3.3499999999999996,11.468850745602117,20892.041,8262.955,4440.07,2396.077,0,1,0
000581,CNE0000002G5,CN,2018,H2,4.6,4.4,3.75,11.468850745602117,20892.041,8262.955,4440.07,2396.077,0,1,0
000581,CNE0000002G5,CN,2019,H1,3.8416666666666663,4.8999999999999995,3.6,11.468850745602117,20892.041,8262.955,4440.07,2396.077,0,1,0
000581,CNE0000002G5,CN,2019,H2,1.5666666666666664,4.8999999999999995,3.9,9.466537509180514,23958.348,8354.744,6473.695,2268.026,0,1,0
000581,CNE0000002G5,CN,2020,H1,0.05000000000000001,5.1000000000000005,3.733333333333333,9.466537509180514,23958.348,8354.744,6473.695,2268.026,0,1,0
000581,CNE0000002G5,CN,2020,H2,4.1499999999999995,5.3500000000000005,3.3833333333333333,10.137837448006348,27350.695,12430.431,8556.229,2772.769,0,1,0
000581,CNE0000002G5,CN,2021,H1,6.2,5.7,1.4566666666666668,10.137837448006348,27350.695,12430.431,8556.229,2772.769,1,1,0
000581,CNE0000002G5,CN,2021,H2,6.533333333333332,5.433333333333334,1.6866666666666665,9.207336435657426,27970.858,13184.138,8008.157,2575.371,1,1,0
000550,CNE000000CV8,CN,2018,H1,4.8,2.9,3.4333333333333336,0.3925069398114566,23396.529,27562.207,13012.031,91.833,1,0,0
000550,CNE000000CV8,CN,2018,H2,4.8,2.9,3.3,0.3925069398114566,23396.529,27562.207,13012.031,91.833,1,0,0
600699,CNE000000DJ1,CN,2018,H1,4.2,1.8,4.2,2.2218238942384922,59320.183,55697.535,41135.914,1317.99,0,0,1
600699,CNE000000DJ1,CN,2018,H2,4.2,1.8,1.9866666666666666,2.2218238942384922,59320.183,55697.535,41135.914,1317.99,0,0,0
600699,CNE000000DJ1,CN,2019,H1,4.05,1.75,4.45,2.2218238942384922,59320.183,55697.535,41135.914,1317.99,0,0,1
600699,CNE000000DJ1,CN,2019,H2,3.2999999999999994,1.4333333333333333,4.5,1.6514006568205941,56924.829,61070.357,39817.692,940.057,0,0,1
600699,CNE000000DJ1,CN,2020,H1,3.8666666666666667,1.7333333333333334,4.45,1.6514006568205941,56924.829,61070.357,39817.692,940.057,0,0,1
600699,CNE000000DJ1,CN,2020,H2,4.2,3.9499999999999997,3.5033333333333334,-4.189947212082336,56265.148,44274.39,36796.621,-2357.48,0,1,0
600699,CNE000000DJ1,CN,2021,H1,4.2,4.033333333333334,0.7799999999999999,-4.189947212082336,56265.148,44274.39,36796.621,-2357.48,0,1,0
600699,CNE000000DJ1,CN,2021,H2,4.2,3.2000000000000006,1.8866666666666667,-7.312553484609692,51326.681,45021.006,34471.964,-3753.291,0,0,0
600699,CNE000000DJ1,CN,2022,H1,4.2,3.216666666666667,2.0500000000000003,-7.312553484609692,51326.681,45021.006,34471.964,-3753.291,0,0,0
600699,CNE000000DJ1,CN,2022,H2,5.0,2.25,3.0,0.7284582394549034,54112.093,49496.644,36408.416,394.184,1,0,0
600699,CNE000000DJ1,CN,2023,H1,5.400000000000001,1.5833333333333333,3.5500000000000003,0.7284582394549034,54112.093,49496.644,36408.416,394.184,1,0,0
600699,CNE000000DJ1,CN,2023,H2,3.866666666666667,1.6333333333333335,1.26,1.9041149898127596,56886.848,55728.476,37760.476,1083.191,0,0,0
600699,CNE000000DJ1,CN,2024,H1,3.1,1.8,0.04,1.9041149898127596,56886.848,55728.476,37760.476,1083.191,0,0,0
000559,CNE000000FB3,CN,2018,H1,2.2,5.7,5.0,5.997452106228695,12048.383,10497.038,6585.805,722.596,0,1,1
000559,CNE000000FB3,CN,2018,H2,2.2,5.7,5.133333333333334,5.997452106228695,12048.383,10497.038,6585.805,722.596,0,1,1
000559,CNE000000FB3,CN,2019,H1,2.2,5.666666666666667,5.3,5.997452106228695,12048.383,10497.038,6585.805,722.596,0,1,1
000559,CNE000000FB3,CN,2019,H2,2.2,5.066666666666667,5.900000000000001,4.456452544720617,12028.177,9877.998,6580.01,536.03,0,1,1
000559,CNE000000FB3,CN,2020,H1,2.2,5.366666666666667,3.486666666666667,4.456452544720617,12028.177,9877.998,6580.01,536.03,0,1,0
600733,CNE000000LP1,CN,2020,H1,9.6,1.6,4.26,0.15559113996644808,59135.758,12212.761,41483.77,92.01,1,0,1
600733,CNE000000LP1,CN,2020,H2,9.066666666666668,2.6833333333333336,2.6783333333333332,-14.85920619953138,43625.749,3031.295,32242.21,-6482.44,1,0,0
600733,CNE000000LP1,CN,2021,H2,9.4,4.7,1.85,-13.417764895434935,39080.883,5120.024,27396.038,-5243.781,1,1,0
600733,CNE000000LP1,CN,2022,H1,9.4,4.7,1.7333333333333334,-13.417764895434935,39080.883,5120.024,27396.038,-5243.781,1,1,0
600733,CNE000000LP1,CN,2022,H2,9.4,3.2000000000000006,0.02,-17.429368472928147,31354.412,6033.169,25049.324,-5464.876,1,0,0
600733,CNE000000LP1,CN,2023,H1,9.25,3.25,0.91,-17.429368472928147,31354.412,6033.169,25049.324,-5464.876,1,0,0
600733,CNE000000LP1,CN,2023,H2,9.1,3.2999999999999994,1.8,-17.53103937865953,30801.277,10333.272,23842.578,-5399.784,1,0,0
600733,CNE000000LP1,CN,2024,H1,9.1,3.2999999999999994,1.8,-17.53103937865953,30801.277,10333.272,23842.578,-5399.784,1,0,0
600741,CNE000000M15,CN,2018,H1,4.2,2.7,1.92,6.004462353393498,133686.857,149067.006,79059.087,8027.177,0,0,0
600741,CNE000000M15,CN,2018,H2,4.2,2.7000000000000006,3.8499999999999996,6.004462353393498,133686.857,149067.006,79059.087,8027.177,0,0,0
600741,CNE000000M15,CN,2019,H1,4.2,2.6166666666666667,2.21,6.004462353393498,133686.857,149067.006,79059.087,8027.177,0,0,0
600741,CNE000000M15,CN,2019,H2,4.333333333333333,2.566666666666667,0.9866666666666667,4.645498667724996,139127.432,135477.422,80425.898,6463.163,0,0,0
600741,CNE000000M15,CN,2020,H1,4.6,2.1833333333333336,2.966666666666667,4.645498667724996,139127.432,135477.422,80425.898,6463.163,0,0,0
600741,CNE000000M15,CN,2020,H2,4.6,1.836666666666667,2.6833333333333336,3.591745617204823,150435.96,127284.951,92247.82,5403.277,0,0,0
600741,CNE000000M15,CN,2021,H1,4.6,0.02,1.4000000000000001,3.591745617204823,150435.96,127284.951,92247.82,5403.277,0,0,0
600741,CNE000000M15,CN,2021,H2,4.6,1.8066666666666666,1.0,4.204794323785712,153846.764,131070.79,100172.231,6468.94,0,0,0
600741,CNE000000M15,CN,2022,H1,4.6,2.6833333333333336,0.9333333333333332,4.204794323785712,153846.764,131070.79,100172.231,6468.94,0,0,0
600741,CNE000000M15,CN,2022,H2,4.6,2.7000000000000006,1.5,4.424607148172485,162796.939,149553.821,105742.221,7203.125,0,0,0
600741,CNE000000M15,CN,2023,H1,4.6,2.6,1.5,4.424607148172485,162796.939,149553.821,105742.221,7203.125,0,0,0
600741,CNE000000M15,CN,2023,H2,2.058333333333333,2.3000000000000003,1.2,4.096716796691851,176096.527,159519.142,114516.006,7214.176,0,0,0
600741,CNE000000M15,CN,2024,H1,3.7999999999999994,1.7,1.3,4.096716796691851,176096.527,159519.142,114516.006,7214.176,0,0,0
000625,CNE000000R36,CN,2018,H1,3.9,3.7000000000000006,2.605,0.7281381371944081,93488.854,64490.487,47335.932,680.728,0,1,0
000625,CNE000000R36,CN,2018,H2,5.433333333333334,3.7000000000000006,2.1166666666666667,0.7281381371944081,93488.854,64490.487,47335.932,680.728,1,1,0
000625,CNE000000R36,CN,2019,H1,6.2,3.7000000000000006,1.8999999999999997,0.7281381371944081,93488.854,64490.487,47335.932,680.728,1,1,0
000625,CNE000000R36,CN,2019,H2,6.25,3.7000000000000006,0.3166666666666667,-2.711328493892061,97617.054,69315.717,53682.983,-2646.719,1,1,0
000625,CNE000000R36,CN,2020,H1,6.3,3.7000000000000006,1.8999999999999997,-2.711328493892061,97617.054,69315.717,53682.983,-2646.719,1,1,0
000625,CNE000000R36,CN,2020,H2,6.3500000000000005,1.2933333333333332,1.5999999999999999,2.7492278614859327,120915.805,82944.093,67435.498,3324.251,1,0,0
000625,CNE000000R36,CN,2021,H1,6.3,3.9,0.3499999999999999,2.7492278614859327,120915.805,82944.093,67435.498,3324.251,1,1,0
000625,CNE000000R36,CN,2021,H2,5.8,1.9366666666666665,0.8666666666666667,2.623590628807408,135404.623,102696.17,79538.384,3552.463,1,0,0
000625,CNE000000R36,CN,2022,H1,5.1,0.04,1.1,2.623590628807408,135404.623,102696.17,79538.384,3552.463,1,0,0
000625,CNE000000R36,CN,2022,H2,4.593333333333333,3.733333333333334,0.0016666666666666668,5.339628965588677,146048.556,117565.143,83099.751,7798.451,0,1,0
000625,CNE000000R36,CN,2023,H1,0.06,3.9,0.0,5.339628965588677,146048.556,117565.143,83099.751,7798.451,0,1,0
000625,CNE000000R36,CN,2023,H2,0.06166666666666667,3.8166666666666664,0.0,5.956457838102836,190171.127,148183.136,115487.87,11327.463,0,1,0
000625,CNE000000R36,CN,2024,H1,4.623333333333334,3.4,1.1,5.956457838102836,190171.127,148183.136,115487.87,11327.463,1,0,0
000800,CNE000000R85,CN,2018,H1,5.2,3.1,3.4,0.8321901736690094,18628.194,23114.478,10470.012,155.022,1,0,0
000800,CNE000000R85,CN,2018,H2,5.2,3.1,4.266666666666667,0.8321901736690094,18628.194,23114.478,10470.012,155.022,1,0,1
000800,CNE000000R85,CN,2021,H1,4.9,3.1,1.3199999999999998,4.15911740556995,64237.523,110626.633,39677.017,2671.714,1,0,0
000800,CNE000000R85,CN,2021,H2,4.883333333333334,2.483333333333333,1.0,5.589912178354528,69765.944,95508.85,43523.703,3899.855,1,0,0
000800,CNE000000R85,CN,2022,H1,4.883333333333334,2.6166666666666667,0.7333333333333334,5.589912178354528,69765.944,95508.85,43523.703,3899.855,1,0,0
000800,CNE000000R85,CN,2022,H2,4.8,2.5,1.8,0.6477478737596121,56772.861,36242.318,33053.434,367.745,1,0,0
000800,CNE000000R85,CN,2023,H1,4.8,2.5,1.8,0.6477478737596121,56772.861,36242.318,33053.434,367.745,1,0,0
600104,CNE000000TY6,CN,2018,H1,4.9,2.3,3.25,4.6002296843701895,782769.85,881949.094,498049.624,36009.211,1,0,0
600104,CNE000000TY6,CN,2018,H2,4.766666666666667,2.3666666666666667,3.3666666666666667,4.6002296843701895,782769.85,881949.094,498049.624,36009.211,1,0,0
600104,CNE000000TY6,CN,2019,H1,4.7,2.2,3.5500000000000003,4.6002296843701895,782769.85,881949.094,498049.624,36009.211,1,0,0
600104,CNE000000TY6,CN,2019,H2,4.766666666666667,2.4,3.5,3.014527347851011,849333.28,821410.395,548493.655,25603.384,1,0,0
600104,CNE000000TY6,CN,2020,H1,5.2,2.2333333333333334,2.0766666666666667,3.014527347851011,849333.28,821410.395,548493.655,25603.384,1,0,0
600104,CNE000000TY6,CN,2020,H2,4.533333333333334,2.3833333333333333,2.938333333333333,2.2221784963390343,919414.756,729286.349,609373.444,20431.037,0,0,0
600104,CNE000000TY6,CN,2021,H1,4.2,2.7999999999999994,2.2333333333333334,2.2221784963390343,919414.756,729286.349,609373.444,20431.037,0,0,0
600104,CNE000000TY6,CN,2021,H2,4.516666666666667,2.9666666666666663,1.5166666666666666,2.675590658517193,916922.696,765908.578,588151.965,24533.098,0,0,0
600104,CNE000000TY6,CN,2022,H1,5.6000000000000005,3.2999999999999994,1.3533333333333333,2.675590658517193,916922.696,765908.578,588151.965,24533.098,1,0,0
600104,CNE000000TY6,CN,2022,H2,6.133333333333333,3.3166666666666664,0.02,1.6278587867632508,990107.381,728625.504,653807.144,16117.55,1,0,0
600104,CNE000000TY6,CN,2023,H1,6.766666666666667,2.4,1.3,1.6278587867632508,990107.381,728625.504,653807.144,16117.55,1,0,0
600104,CNE000000TY6,CN,2023,H2,7.05,2.4,0.4666666666666666,1.4012974807907446,1006650.279,729172.827,663743.046,14106.165,1,0,0
600104,CNE000000TY6,CN,2024,H1,7.3,0.02,0.0,1.4012974807907446,1006650.279,729172.827,663743.046,14106.165,1,0,0
600166,CNE000000WC6,CN,2018,H1,7.5,2.4,3.5,-6.067886981472599,58909.881,37875.585,43693.6,-3574.585,1,0,0
600166,CNE000000WC6,CN,2018,H2,7.5,2.4,4.866666666666666,-6.067886981472599,58909.881,37875.585,43693.6,-3574.585,1,0,1
600166,CNE000000WC6,CN,2021,H2,0.06,3.5,2.8,-10.364254024807181,48830.538,50236.712,38352.609,-5060.921,0,1,0
600166,CNE000000WC6,CN,2022,H1,0.06,3.5,2.7000000000000006,-10.364254024807181,48830.538,50236.712,38352.609,-5060.921,0,1,0
600166,CNE000000WC6,CN,2022,H2,0.06,0.03,3.15,0.13420478117286802,48514.665,43028.947,34777.569,65.109,0,0,0
600166,CNE000000WC6,CN,2023,H1,0.06,0.03,3.6,0.13420478117286802,48514.665,43028.947,34777.569,65.109,0,0,0
600166,CNE000000WC6,CN,2023,H2,3.38,1.565,1.4,2.026242787277157,44885.095,53435.175,30479.42,909.481,0,0,0
600166,CNE000000WC6,CN,2024,H1,6.7,3.1,1.7,2.026242787277157,44885.095,53435.175,30479.42,909.481,1,0,0
000887,CNE000000XP6,CN,2018,H1,4.5,4.4,4.9,6.945622239767406,16074.053,12070.61,7656.687,1116.443,0,1,1
000887,CNE000000XP6,CN,2018,H2,4.5,4.4,4.866666666666667,6.945622239767406,16074.053,12070.61,7656.687,1116.443,0,1,1
000887,CNE000000XP6,CN,2019,H1,4.5,4.3500000000000005,3.3333333333333335,6.945622239767406,16074.053,12070.61,7656.687,1116.443,0,1,0
000887,CNE000000XP6,CN,2019,H2,4.566666666666666,4.233333333333333,5.2,3.3212862663712497,18125.297,11366.396,9169.597,601.993,0,1,1
600418,CNE0000018M9,CN,2018,H1,5.9,3.6,4.2,-1.6553360437829883,47491.505,47717.996,33766.635,-786.144,1,1,1
600418,CNE0000018M9,CN,2018,H2,5.900000000000001,3.6,2.763333333333333,-1.6553360437829883,47491.505,47717.996,33766.635,-786.144,1,1,0
600418,CNE0000018M9,CN,2021,H2,5.5,3.4,3.0,0.4313102438290949,46370.102,36052.018,30502.831,199.999,1,0,0
600418,CNE0000018M9,CN,2022,H1,5.5,3.4,2.6666666666666665,0.4313102438290949,46370.102,36052.018,30502.831,199.999,1,0,0
600418,CNE0000018M9,CN,2022,H2,5.416666666666667,2.6166666666666667,2.733333333333334,-3.361059307449027,47082.686,30088.431,33015.477,-1582.477,1,0,0
600418,CNE0000018M9,CN,2023,H1,5.8500000000000005,2.5,2.7000000000000006,-3.361059307449027,47082.686,30088.431,33015.477,-1582.477,1,0,0
600418,CNE0000018M9,CN,2023,H2,6.3,2.4,1.9500000000000002,0.32398740437459655,46763.855,41758.811,32270.791,151.509,1,0,0
600418,CNE0000018M9,CN,2024,H1,6.3,2.3,1.8,0.32398740437459655,46763.855,41758.811,32270.791,151.509,1,0,0
600482,CNE000001KB1,CN,2018,H1,5.9,5.2,3.2,2.3555091348468604,57208.184,29368.244,26267.86,1347.544,1,1,0
600482,CNE000001KB1,CN,2018,H2,5.900000000000001,5.2,3.1500000000000004,2.3555091348468604,57208.184,29368.244,26267.86,1347.544,1,1,0
600482,CNE000001KB1,CN,2019,H1,5.900000000000001,5.266666666666667,3.0833333333333335,2.3555091348468604,57208.184,29368.244,26267.86,1347.544,1,1,0
600482,CNE000001KB1,CN,2019,H2,5.900000000000001,5.3,3.2000000000000006,1.7693663191307927,56015.704,29326.74,19445.034,991.123,1,1,0
600482,CNE000001KB1,CN,2020,H1,5.900000000000001,5.033333333333334,3.3333333333333335,1.7693663191307927,56015.704,29326.74,19445.034,991.123,1,1,0
600482,CNE000001KB1,CN,2020,H2,5.900000000000001,4.091666666666667,3.1166666666666667,0.9240954531225793,58744.689,26507.735,22193.664,542.857,1,1,0
600482,CNE000001KB1,CN,2021,H1,5.900000000000001,0.05000000000000001,1.4000000000000001,0.9240954531225793,58744.689,26507.735,22193.664,542.857,1,0,0
600482,CNE000001KB1,CN,2021,H2,5.900000000000001,0.05000000000000001,0.0,0.988693077542161,62005.997,27890.256,25004.471,613.049,1,0,0
600482,CNE000001KB1,CN,2022,H1,5.883333333333334,0.05000000000000001,0.0,0.988693077542161,62005.997,27890.256,25004.471,613.049,1,0,0
600482,CNE000001KB1,CN,2022,H2,5.8,5.9,0.7,0.38744095821817615,85867.793,37873.735,40212.66,332.687,1,1,0
002085,CNE000001PF1,CN,2018,H1,1.5,4.6,5.6,7.158272564798532,13392.896,10556.412,6553.762,958.7,0,1,1
002085,CNE000001PF1,CN,2018,H2,1.5,4.6,5.733333333333333,7.158272564798532,13392.896,10556.412,6553.762,958.7,0,1,1
002085,CNE000001PF1,CN,2019,H1,1.5,4.55,5.766666666666667,7.158272564798532,13392.896,10556.412,6553.762,958.7,0,1,1
002085,CNE000001PF1,CN,2019,H2,1.4333333333333333,4.566666666666666,5.883333333333333,5.499482662510238,13988.934,10394.475,7328.103,769.319,0,1,1
002085,CNE000001PF1,CN,2020,H1,1.3999999999999997,4.6,5.066666666666666,5.499482662510238,13988.934,10394.475,7328.103,769.319,0,1,1
002085,CNE000001PF1,CN,2020,H2,1.4833333333333334,4.883333333333334,5.566666666666666,3.542308861090427,15973.226,10295.929,8464.392,565.821,0,1,1
489,CNE100000312,CN,2018,H1,4.2,3.3000000000000003,5.2,5.729812773434224,226517.0,104543.0,101592.0,12979.0,0,0,1
489,CNE100000312,CN,2018,H2,5.066666666666666,2.655,4.3999999999999995,5.729812773434224,226517.0,104543.0,101592.0,12979.0,1,0,1
489,CNE100000312,CN,2019,H1,5.5,3.233333333333334,3.6333333333333333,5.729812773434224,226517.0,104543.0,101592.0,12979.0,1,0,0
489,CNE100000312,CN,2019,H2,1.8733333333333333,2.8000000000000003,3.4333333333333336,4.727205882352941,272000.0,101087.0,138032.0,12858.0,0,0,0
489,CNE100000312,CN,2020,H1,0.06,2.5,3.5,4.727205882352941,272000.0,101087.0,138032.0,12858.0,0,0,0
489,CNE100000312,CN,2020,H2,6.183333333333334,2.1433333333333335,3.6833333333333336,3.4095684014646737,316521.0,107964.0,175395.0,10792.0,1,0,0
489,CNE100000312,CN,2021,H1,6.2,1.7149999999999999,3.85,3.4095684014646737,316521.0,107964.0,175395.0,10792.0,1,0,0
489,CNE100000312,CN,2021,H2,0.06,3.4,3.3000000000000003,3.561030375241973,319767.0,113008.0,167703.0,11387.0,0,0,0
489,CNE100000312,CN,2022,H1,6.599999999999999,3.4,3.2000000000000006,3.561030375241973,319767.0,113008.0,167703.0,11387.0,1,0,0
489,CNE100000312,CN,2022,H2,7.0,3.3499999999999996,3.9,3.11026675877783,330036.0,92663.0,164500.0,10265.0,1,0,0
489,CNE100000312,CN,2023,H1,6.066666666666667,3.3833333333333333,3.4,3.11026675877783,330036.0,92663.0,164500.0,10265.0,1,0,0
489,CNE100000312,CN,2023,H2,1.0333333333333334,4.233333333333333,3.4,-1.2084263240977628,330678.0,99315.0,171069.0,-3996.0,0,1,0
489,CNE100000312,CN,2024,H1,4.82,3.5333333333333337,4.5,-1.2084263240977628,330678.0,99315.0,171069.0,-3996.0,1,1,1
002434,CNE100000QB9,CN,2018,H1,0.03,3.9,4.5,3.571547561922508,9844.724,4243.28,3764.6,351.609,0,1,1
601799,CNE1000011H2,CN,2019,H2,0.05,2.9,5.6,9.234152166555901,8554.245,5686.962,3668.985,789.912,0,0,1
601799,CNE1000011H2,CN,2020,H1,0.05000000000000001,2.9,6.166666666666667,9.234152166555901,8554.245,5686.962,3668.985,789.912,0,0,1
601799,CNE1000011H2,CN,2020,H2,0.05000000000000001,2.9,5.466666666666666,10.146434004505595,11428.015,6869.331,5508.599,1159.536,0,0,1
601799,CNE1000011H2,CN,2021,H1,0.05000000000000001,2.9,3.2399999999999998,10.146434004505595,11428.015,6869.331,5508.599,1159.536,0,0,0
601799,CNE1000011H2,CN,2021,H2,2.875,1.4316666666666666,2.12,7.956185430081766,11933.382,7088.726,4074.353,949.442,0,0,0
601799,CNE1000011H2,CN,2022,H1,5.7,0.03,4.1000000000000005,7.956185430081766,11933.382,7088.726,4074.353,949.442,1,0,0
601799,CNE1000011H2,CN,2022,H2,5.7,3.6,4.1,7.112240901640534,13236.672,7546.258,4714.95,941.424,1,1,0
601799,CNE1000011H2,CN,2023,H1,5.7,3.6166666666666667,4.1,7.112240901640534,13236.672,7546.258,4714.95,941.424,1,1,0
601799,CNE1000011H2,CN,2023,H2,4.95,3.533333333333333,0.7166666666666667,7.459719558458352,14774.416,9650.832,5638.214,1102.13,1,1,0
601799,CNE1000011H2,CN,2024,H1,4.8,3.5,0.04,7.459719558458352,14774.416,9650.832,5638.214,1102.13,1,1,0
002594,CNE100001526,CN,2018,H1,8.2,2.5,4.133333333333334,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,1
002594,CNE100001526,CN,2018,H2,8.549999999999999,2.6999999999999997,3.766666666666667,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,0
002594,CNE100001526,CN,2019,H1,8.9,2.7999999999999994,3.8499999999999996,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,0
002594,CNE100001526,CN,2019,H2,8.9,2.983333333333333,4.616666666666666,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,1
002594,CNE100001526,CN,2020,H1,8.9,3.1,4.7,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,1
002594,CNE100001526,CN,2020,H2,8.9,3.2999999999999994,3.383333333333333,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,0
002594,CNE100001526,CN,2021,H1,8.833333333333334,3.2999999999999994,1.4733333333333334,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,0
002594,CNE100001526,CN,2021,H2,8.3,3.3333333333333335,3.123333333333333,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,0,0
002594,CNE100001526,CN,2022,H1,7.583333333333333,3.5,0.04,1.0295444203697688,295780.147,216142.395,191535.938,3045.188,1,1,0
